service_name,page_reference,evidence_snippet,pricing_kes,facility_level,full_context,extraction_method,extraction_confidence,is_free_service,source_type
➢ Maximum of 12 sessions annually for,8,➢ Maximum of 12 sessions annually for,,,➢ Maximum of 2 sessions per week for  hemodiafiltration.   ➢ Maximum of 12 sessions annually for  peritoneal dialysis.   ➢ Payments will be made from the ,enhanced_text_extraction,0.7,False,enhanced_text
peritoneal dialysis.,8,peritoneal dialysis.,,,hemodiafiltration.   ➢ Maximum of 12 sessions annually for  peritoneal dialysis.   ➢ Payments will be made from the  SHIF and ECCIF Funds.  ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Payments will be made from the,8,➢ Payments will be made from the,,[4],➢ Maximum of 12 sessions annually for  peritoneal dialysis.   ➢ Payments will be made from the  SHIF and ECCIF Funds.   ➢ Accessible in Level IV -VI facilities ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Accessible in Level IV -VI facilities,8,➢ Accessible in Level IV -VI facilities,,[4],➢ Payments will be made from the  SHIF and ECCIF Funds.   ➢ Accessible in Level IV -VI facilities  with dialysis centres and access to an  ambulance and ICU services within a ,enhanced_text_extraction,0.7,False,enhanced_text
with dialysis centres and access to an,8,with dialysis centres and access to an,,[4],SHIF and ECCIF Funds.   ➢ Accessible in Level IV -VI facilities  with dialysis centres and access to an  ambulance and ICU services within a  10km radius.  ,enhanced_text_extraction,0.7,False,enhanced_text
ambulance and ICU services within a,8,ambulance and ICU services within a,,[4],➢ Accessible in Level IV -VI facilities  with dialysis centres and access to an  ambulance and ICU services within a  10km radius.   --- PAGE 9 ---,enhanced_text_extraction,0.7,False,enhanced_text
➢ Continuous intermittent dialysis,9,➢ Continuous intermittent dialysis,,,10km radius.   --- PAGE 9 --- ➢ Continuous intermittent dialysis  and other dial ysis protocols.   MENTAL WELLLNESS BENEF IT PACKAGE  ,enhanced_text_extraction,0.7,False,enhanced_text
MENTAL WELLLNESS BENEF IT PACKAGE,9,MENTAL WELLLNESS BENEF IT PACKAGE,,,➢ Continuous intermittent dialysis  and other dial ysis protocols.   MENTAL WELLLNESS BENEF IT PACKAGE   Scope  Access Point  Tariff  Access Rules   The mental health services cover caters ,enhanced_text_extraction,0.7,False,enhanced_text
The mental health services cover caters,9,The mental health services cover caters,,,MENTAL WELLLNESS BENEF IT PACKAGE   Scope  Access Point  Tariff  Access Rules   The mental health services cover caters  for;  ➢ Mental Health education and ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Mental Health education and,9,➢ Mental Health education and,,,"The mental health services cover caters  for;  ➢ Mental Health education and  counselling.   ➢ Screening, management and referral ",enhanced_text_extraction,0.7,False,enhanced_text
"➢ Screening, management and referral",9,"➢ Screening, management and referral",,,"➢ Mental Health education and  counselling.   ➢ Screening, management and referral  for behavioral disorders, neuro - developmental disorders, affective ",enhanced_text_extraction,0.7,False,enhanced_text
"for behavioral disorders, neuro -",9,"for behavioral disorders, neuro -",,,"counselling.   ➢ Screening, management and referral  for behavioral disorders, neuro - developmental disorders, affective  and psychoactive  disorders.  ",enhanced_text_extraction,0.7,False,enhanced_text
"developmental disorders, affective",9,"developmental disorders, affective",,,"➢ Screening, management and referral  for behavioral disorders, neuro - developmental disorders, affective  and psychoactive  disorders.   ➢ Rehabilitation for substance related ",enhanced_text_extraction,0.7,False,enhanced_text
and psychoactive  disorders.,9,and psychoactive  disorders.,,,"for behavioral disorders, neuro - developmental disorders, affective  and psychoactive  disorders.   ➢ Rehabilitation for substance related  addictive disorders.  ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Rehabilitation for substance related,9,➢ Rehabilitation for substance related,,"[3, 6]","developmental disorders, affective  and psychoactive  disorders.   ➢ Rehabilitation for substance related  addictive disorders.    Level 3 -6 Outpatient Services  ",enhanced_text_extraction,0.7,False,enhanced_text
addictive disorders.,9,addictive disorders.,,"[3, 6]","and psychoactive  disorders.   ➢ Rehabilitation for substance related  addictive disorders.    Level 3 -6 Outpatient Services   ➢ KES. 1,200 per visit  ",enhanced_text_extraction,0.7,False,enhanced_text
Level 3 -6 Outpatient Services,9,Level 3 -6 Outpatient Services,,"[3, 6]","➢ Rehabilitation for substance related  addictive disorders.    Level 3 -6 Outpatient Services   ➢ KES. 1,200 per visit   ➢ PPM: Fee for service – ",enhanced_text_extraction,0.7,False,enhanced_text
Inpatient Services,9,Inpatient Services,,"[4, 5]","➢ PPM: Fee for service –  Fixed rate   Inpatient Services   ➢ Level 4 – KES 3,500   ➢ Level 5 – KES 4,000  ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Detoxification – KES.,9,➢ Detoxification – KES.,,,"➢  PPM: Per Diem   Reha bilitation for DSA   ➢ Detoxification – KES.  14,000   ➢ Rehabilitation – KES. ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Rehabilitation – KES.,9,➢ Rehabilitation – KES.,,,"➢ Detoxification – KES.  14,000   ➢ Rehabilitation – KES.  125,000   ➢ PPM: Case based  ➢ Max. 7 outpatient visits  ",enhanced_text_extraction,0.7,False,enhanced_text
➢ PPM: Case based  ➢ Max. 7 outpatient visits,9,➢ PPM: Case based  ➢ Max. 7 outpatient visits,,,"➢ Rehabilitation – KES.  125,000   ➢ PPM: Case based  ➢ Max. 7 outpatient visits   ➢ To access the benefits, individuals  must be paid -up SHA members  ",enhanced_text_extraction,0.7,False,enhanced_text
"➢ To access the benefits, individuals",9,"➢ To access the benefits, individuals",,,"125,000   ➢ PPM: Case based  ➢ Max. 7 outpatient visits   ➢ To access the benefits, individuals  must be paid -up SHA members   ➢ Mental illness services will be assessed ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Mental illness services will be assessed,9,➢ Mental illness services will be assessed,,,"➢ To access the benefits, individuals  must be paid -up SHA members   ➢ Mental illness services will be assessed  through the SHIF and ECCI funds.   ➢ Diagnosis and management of ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Diagnosis and management of,9,➢ Diagnosis and management of,,,➢ Mental illness services will be assessed  through the SHIF and ECCI funds.   ➢ Diagnosis and management of  behavioral disorders (inpatient) shall  have a limit of up to 35 days.  ,enhanced_text_extraction,0.7,False,enhanced_text
behavioral disorders (inpatient) shall,9,behavioral disorders (inpatient) shall,,,through the SHIF and ECCI funds.   ➢ Diagnosis and management of  behavioral disorders (inpatient) shall  have a limit of up to 35 days.   ➢ Admissions for rehabilitation for ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Admissions for rehabilitation for,9,➢ Admissions for rehabilitation for,,,behavioral disorders (inpatient) shall  have a limit of up to 35 days.   ➢ Admissions for rehabilitation for  drugs and substance abuse shall be  pre-authorized.  ,enhanced_text_extraction,0.7,False,enhanced_text
drugs and substance abuse shall be,9,drugs and substance abuse shall be,,,have a limit of up to 35 days.   ➢ Admissions for rehabilitation for  drugs and substance abuse shall be  pre-authorized.   ➢ For beneficiaries who do not ,enhanced_text_extraction,0.7,False,enhanced_text
➢ For beneficiaries who do not,9,➢ For beneficiaries who do not,,,"drugs and substance abuse shall be  pre-authorized.   ➢ For beneficiaries who do not  complete the three -stage program, or  attain  minimum stay of 45 days, SHA ",enhanced_text_extraction,0.7,False,enhanced_text
"complete the three -stage program, or",9,"complete the three -stage program, or",,,"pre-authorized.   ➢ For beneficiaries who do not  complete the three -stage program, or  attain  minimum stay of 45 days, SHA  shall reimburse KES 1,000 for every ",enhanced_text_extraction,0.7,False,enhanced_text
The Surgical Package covers the below,9,The Surgical Package covers the below,,,SURGICAL SERVICES PACKAGE   Scope  Access Point  Tariff  Access Rules   The Surgical Package covers the below  list of surgical and non -surgical  proce dures:  ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Pre-operative admission and care.,9,➢ Pre-operative admission and care.,,,"list of surgical and non -surgical  proce dures:   ➢ Pre-operative admission and care.   ➢ Minor, major and specialized  surgical procedures including organ ",enhanced_text_extraction,0.7,False,enhanced_text
"➢ Minor, major and specialized",9,"➢ Minor, major and specialized",,,"proce dures:   ➢ Pre-operative admission and care.   ➢ Minor, major and specialized  surgical procedures including organ  transplants and implants.  ",enhanced_text_extraction,0.7,False,enhanced_text
products; derivatives and ➢ Level 3 -6,9,products; derivatives and ➢ Level 3 -6,,"[3, 6]",transplants and implants.   ➢ Administration of blood and blood  products; derivatives and ➢ Level 3 -6    ➢ Selective procurement for ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Selective procurement for,9,➢ Selective procurement for,,"[3, 6]","products; derivatives and ➢ Level 3 -6    ➢ Selective procurement for  Cardiology, Cardiothoracic  and vascular, Urology, and ",enhanced_text_extraction,0.7,False,enhanced_text
Transplant surgeries  PPM: Fee for Service – Fixed,9,Transplant surgeries  PPM: Fee for Service – Fixed,,,"Cardiology, Cardiothoracic  and vascular, Urology, and  Transplant surgeries  PPM: Fee for Service – Fixed  rate   ",enhanced_text_extraction,0.7,False,enhanced_text
Schedule of tariffs annexed.  ➢ Minor surgical procedures performed,9,Schedule of tariffs annexed.  ➢ Minor surgical procedures performed,,"[2, 3]",rate    Schedule of tariffs annexed.  ➢ Minor surgical procedures performed  at Level 2 & 3 facilities will be funded  from the PHC fund.  ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Emergency surgical procedures to,9,➢ Emergency surgical procedures to,,"[2, 3]","at Level 2 & 3 facilities will be funded  from the PHC fund.   ➢ Emergency surgical procedures to  stabilize trauma and polytrauma  patients with head, cardiac, ",enhanced_text_extraction,0.7,False,enhanced_text
"patients with head, cardiac,",9,"patients with head, cardiac,",,,"➢ Emergency surgical procedures to  stabilize trauma and polytrauma  patients with head, cardiac,  pulmonary, and critical limb injuries  within 24 hours will be cover ed under ",enhanced_text_extraction,0.7,False,enhanced_text
➢ Management of intraoperative,10,➢ Management of intraoperative,,,"components, artificial blood  products, and biological serum.   ➢ Management of intraoperative  complications and complications  following the surgical procedure.  ",enhanced_text_extraction,0.7,False,enhanced_text
following the surgical procedure.,10,following the surgical procedure.,,,➢ Management of intraoperative  complications and complications  following the surgical procedure.   ➢ All additional medical or surgical  service required during the ,enhanced_text_extraction,0.7,False,enhanced_text
➢ All additional medical or surgical,10,➢ All additional medical or surgical,,,complications and complications  following the surgical procedure.   ➢ All additional medical or surgical  service required during the  postoperative period because of ,enhanced_text_extraction,0.7,False,enhanced_text
service required during the,10,service required during the,,,following the surgical procedure.   ➢ All additional medical or surgical  service required during the  postoperative period because of  complications that do not require ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Postoperative visits - follow -up,10,➢ Postoperative visits - follow -up,,,additional trips to the operating  room.   ➢ Postoperative visits - follow -up  visits during the postoperative  period that are related to recovery.  ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Post-procedure pain management.,10,➢ Post-procedure pain management.,,,visits during the postoperative  period that are related to recovery.   ➢ Post-procedure pain management.   ➢ Post-operative ward physiotherapy.   ➢ Supplies - except for those ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Post-operative ward physiotherapy.,10,➢ Post-operative ward physiotherapy.,,,period that are related to recovery.   ➢ Post-procedure pain management.   ➢ Post-operative ward physiotherapy.   ➢ Supplies - except for those  identified as exclusions.  ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Supplies - except for those,10,➢ Supplies - except for those,,,➢ Post-procedure pain management.   ➢ Post-operative ward physiotherapy.   ➢ Supplies - except for those  identified as exclusions.   ➢ Miscellaneous services - items such ,enhanced_text_extraction,0.7,False,enhanced_text
➢ Miscellaneous services - items such,10,➢ Miscellaneous services - items such,,,➢ Supplies - except for those  identified as exclusions.   ➢ Miscellaneous services - items such  as dressing changes; local incisional  care; removal of the operative pack; ,enhanced_text_extraction,0.7,False,enhanced_text
